"color","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_1_facebook_likes","gross","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes","imdb_binary"
"Color",129,68,116,481,8000,53868030,183425,10557,2,425,"PG-13",1.7e+07,1997,503,7,2.35,0,1
"Color",156,94,52,261,567,59573085,13562,2259,10,103,"PG-13",1.8e+07,2016,312,6.1,2.35,19000,1
"Color",103,99,42,557,975,52691009,18727,3567,2,45,"PG",2.1e+07,2011,569,6.6,2.35,0,1
"Color",217,107,323,794,1000,59735548,290949,4223,1,629,"R",1.5e+07,1987,1000,7.8,1.85,13000,1
"Color",134,180,869,521,692,51600000,270790,3076,0,549,"R",1.8e+07,1984,670,8.3,2.35,16000,1
"Color",146,89,29,458,2000,43818159,27664,4867,0,260,"PG-13",2e+07,2008,690,3.9,2.35,1000,0
"Color",159,97,70,625,2000,86049418,245989,5032,4,554,"PG-13",1.7e+07,2004,1000,7,1.85,0,1
"Color",111,113,22,148,727,43601508,35718,1310,1,317,"PG-13",1.8e+07,2003,171,6.7,1.85,0,1
"Color",187,131,500,555,1000,41300105,65201,3261,0,651,"R",19800000,2001,559,7.3,2.35,0,1
"Color",44,103,0,805,12000,41382841,27149,14672,0,96,"PG-13",1.8e+07,1986,899,6.3,1.85,0,1
"Color",588,119,0,529,15000,42335698,395087,21668,8,1101,"R",1.8e+07,2014,6000,7.8,1.85,114000,1
"Color",415,98,11000,218,594,33404871,150082,1353,1,384,"PG-13",1.8e+07,2013,268,7.3,2.35,36000,1
"Color",279,111,521,64,97,31471430,83374,313,0,828,"R",1.5e+07,2006,68,7.6,2.35,0,1
"Color",97,94,23,582,2000,30222640,36666,4868,2,144,"PG-13",2.5e+07,2003,1000,5.3,1.85,0,0
"Color",60,122,380,2000,18000,26830000,101889,32930,3,365,"R",1.8e+07,1989,11000,7.9,1.85,0,1
"Color",27,81,8,341,844,26906039,29621,2653,2,76,"PG-13",1.8e+07,1996,456,5.3,1.85,588,0
"Color",212,89,0,606,2000,21378000,46492,4877,0,335,"R",1e+06,1980,826,6.8,2.35,7000,1
"Color",110,106,80,723,2000,43853424,35514,5024,1,114,"PG",1.8e+07,2011,795,7.1,2.35,15000,1
"Color",190,86,62,59,390,23993605,52467,727,1,248,"R",1.8e+07,2009,258,5.8,2.35,0,0
"Color",77,103,130,406,691,26400000,62009,2481,1,109,"PG",1.8e+07,1984,476,5.8,2.35,2000,0
" Black and White",151,121,17000,356,22000,45250,235133,23008,1,494,"R",1.8e+07,1980,394,8.3,1.85,0,1
"Color",111,109,7,827,2000,22927390,25344,4947,0,77,"PG-13",1.8e+07,2009,980,5.6,1.85,0,0
"Color",64,109,272,124,155,4250320,14870,605,1,86,"PG-13",1.8e+07,1985,144,6.8,1.85,0,1
"Color",134,123,64,637,808,22452209,14062,5734,0,82,"PG",1.8e+07,2009,720,5,2.35,0,0
"Color",450,94,0,223,11000,18329466,279179,11984,0,440,"R",1.8e+07,2010,642,7.6,1.85,63000,1
"Color",128,94,11000,975,11000,17071230,31169,23283,0,192,"PG",1.8e+07,2000,11000,6.7,1.85,812,1
"Color",68,115,13,111,757,17174870,15817,1201,2,210,"PG-13",1.8e+07,2000,220,6.7,2.35,0,1
"Color",97,107,24,85,10000,26284475,9051,10691,13,68,"PG-13",1.7e+07,2015,566,5.7,2.35,0,0
"Color",54,91,38,362,17000,16702864,8023,18711,0,49,"PG",1.8e+07,2004,632,5.2,1.85,591,0
"Color",99,125,34,1000,16000,15561627,39105,21622,0,359,"R",1.8e+07,2001,4000,7.5,2.35,0,1
"Color",412,122,0,816,14000,17750583,93548,28933,0,307,"R",3e+07,2015,13000,7.2,2.35,23000,1
"Color",107,102,0,529,946,14793904,28209,4072,1,80,"PG-13",1.8e+07,2009,800,5.3,1.85,0,0
"Color",192,90,44,729,12000,15281286,64646,16004,2,105,"R",1.8e+07,2009,904,6.5,1.85,0,1
"Color",25,98,28,102,372,8000000,1400,927,0,41,"PG",1.8e+07,1981,262,5,2.35,346,0
"Color",104,109,128,1000,11000,13491653,23728,14995,0,213,"R",1.8e+07,2001,2000,6.1,2.35,813,1
"Color",146,90,31,179,210,10494494,19586,676,1,109,"PG-13",1.8e+07,2013,193,4.4,2.35,4000,0
"Color",124,112,0,177,805,7837632,46396,1466,0,287,"R",1.8e+07,1997,223,7.5,1.85,0,1
"Color",107,94,0,197,712,15155772,8895,1673,2,48,"PG-13",1.8e+07,2014,341,5.7,2.35,3000,0
"Color",11,105,6,371,723,8508843,7470,2368,1,35,"PG",1.8e+07,1989,422,5.5,1.37,0,0
"Color",93,104,109,202,405,7739049,10680,847,2,112,"R",1.8e+07,2004,204,7.1,1.85,562,1
"Color",38,112,213,45,567,6734844,29591,711,0,118,"R",1.7e+07,1986,67,5.9,1.85,0,0
"Color",60,108,25,94,1000,6000000,10832,1263,0,102,"PG",1.8e+07,1981,115,6.7,2.35,0,1
"Color",184,112,97,231,577,6615578,15352,1341,2,82,"R",1.3e+07,2009,416,7,2.35,0,1
" Black and White",148,127,13000,940,40000,5887457,142416,56585,1,420,"R",1.8e+07,1994,13000,7.9,1.85,0,1
"Color",217,111,655,405,24000,13362308,31898,39307,1,111,"PG-13",1.8e+07,2013,14000,6.9,2.35,0,1
"Color",160,126,44,9,627,5701643,37635,653,0,165,"R",2e+07,2007,12,7.3,2.35,0,1
"Color",209,114,0,1000,27000,5694401,194489,46944,4,192,"R",1.8e+07,2008,18000,7.3,2.35,12000,1
"Color",40,99,379,251,456,5333658,2541,1356,2,54,"PG",2e+07,1982,278,3.5,1.85,0,0
"Color",85,150,0,401,597,4414535,30618,1645,0,224,"PG-13",1.8e+07,1996,591,7.8,2.2,0,1
"Color",83,117,78,238,989,4806750,6091,1598,0,53,"PG",NA,2009,258,7.4,1.85,0,1
"Color",263,112,337,201,4000,3707794,31359,5671,0,156,"PG-13",1.8e+07,2016,820,6.7,2.35,0,1
"Color",128,108,11000,922,11000,3203044,25165,14843,2,155,"R",1.8e+07,2003,944,6.4,2.35,827,1
"Color",186,116,6,212,25000,4435083,27882,39463,2,119,"R",1.8e+07,2013,14000,7.1,2.35,18000,1
" Black and White",292,144,0,16,63,2222647,52958,167,0,193,"R",1.2e+07,2009,43,7.8,1.85,0,1
"Color",70,93,28,415,1000,3500000,10082,2319,2,100,"R",2700000,1986,695,5.9,1.85,0,0
"Color",79,103,154,576,1000,676698,26730,4094,0,180,"R",1.8e+07,2002,783,7.2,1.85,2000,1
"Color",103,93,190,151,364,3419967,13359,1083,0,56,"R",NA,2013,253,7.2,2.35,19000,1
"Color",10,121,0,353,854,229311,899,2705,2,42,"R",11350000,1999,578,6.2,2.35,271,1
"Color",112,105,2,69,805,63260,14325,1185,0,90,"R",1.4e+07,2006,306,6.7,2.35,0,1
"Color",256,119,99,778,15000,121463226,422606,17584,2,555,"R",2e+07,2007,833,7.6,1.85,0,1
"Color",44,103,0,543,923,90485233,9544,3699,0,45,"PG-13",NA,2009,619,4.1,1.85,804,0
"Color",97,98,209,129,158,58006147,67653,816,2,108,"PG-13",2.3e+07,2008,152,6.2,1.85,0,1
"Color",142,80,19,854,11000,51053787,45900,14385,1,247,"PG",17500000,2005,979,6.5,1.85,0,1
"Color",187,121,83,242,3000,23472900,264533,4142,1,609,"PG-13",17500000,2004,460,8.1,2.35,12000,1
"Color",193,94,87,280,866,39687528,140780,2124,1,376,"R",2.4e+07,2007,794,6.3,2.35,0,1
"Color",40,93,148,170,549,7017178,1633,1373,5,17,"PG",17500000,2013,269,4.4,2.35,0,0
"Color",38,116,0,50,109,325491,4387,245,0,67,"R",17500000,2002,67,6,1.85,204,1
"Color",239,101,448,83,482,96471845,268581,956,0,1109,"PG-13",1.7e+07,2001,203,7.6,1.85,20000,1
"Color",250,154,0,604,2000,85200000,488537,4228,1,1076,"R",18500000,1986,626,8.4,1.85,18000,1
"Color",82,170,165,244,453,72000000,66959,1164,1,258,"Approved",1.7e+07,1964,272,7.9,2.2,0,1
"Color",140,99,13,681,45000,72219395,105585,50284,1,419,"R",1.7e+07,1997,4000,5.6,2.35,0,0
"Color",129,104,42,613,839,82389560,106820,3627,1,147,"R",1.7e+07,2014,756,6.5,1.85,14000,1
"Color",285,126,729,284,912,71502303,149966,2170,0,835,"R",1.2e+07,2004,306,7.5,1.85,0,1
"Color",91,110,422,422,33000,19179969,54710,35345,2,177,"R",17500000,2006,459,6.3,2.35,0,1
"Color",318,101,0,598,2000,47000000,157857,4400,0,1191,"R",3e+05,1978,742,7.9,2.35,12000,1
" Black and White",283,80,611,576,5000,84961,149414,6229,4,841,"PG-13",3.1e+07,2002,643,7.9,2.35,0,1
"Color",52,87,9,503,818,37566230,3407,2164,1,48,"PG",1.7e+07,2003,636,5.1,1.85,309,0
"Color",56,123,92,849,1000,70492685,11600,5306,5,64,"R",1.7e+07,2013,886,6.7,2.35,7000,1
"Color",186,109,248,968,16000,35635046,121058,19410,0,482,"R",1.7e+07,2006,988,6.7,2.35,3000,1
"Color",178,90,52,298,723,45670855,67978,1978,0,279,"R",2e+07,2010,346,5.6,1.85,12000,0
"Color",140,96,36,486,1000,37939782,62272,3294,0,207,"R",1.7e+07,2002,580,5.6,1.85,2000,0
"Color",469,125,364,1000,12000,172051787,264186,25549,0,665,"PG",1.7e+08,2010,10000,6.8,2.35,30000,1
"Color",63,82,12,281,8000,30324946,48458,9271,2,239,"PG-13",1.7e+07,1998,357,6.2,1.85,0,1
"Color",148,86,33,583,15000,27854896,64190,17396,1,129,"PG-13",1.7e+07,2011,976,5.6,2.35,16000,0
"Color",265,108,192,580,1000,41777564,129719,4500,0,855,"R",1.5e+07,2006,1000,6.4,2.35,0,1
"Color",75,98,39,428,593,22734486,11815,2713,1,117,"PG-13",1.7e+07,2003,517,5.6,2.35,320,0
"Color",113,129,51,89,427,44469602,23480,952,0,83,"PG",1.7e+07,2015,234,7.4,2.35,21000,1
"Color",62,99,17,826,918,24708699,7991,4797,7,30,"PG-13",NA,2010,912,4.9,2.35,0,0
"Color",54,105,49,104,680,21160089,8522,1538,0,92,"PG-13",NA,2006,503,6,2.35,874,1
"Color",223,112,36,746,10000,64998368,213898,12676,4,250,"PG-13",1.7e+07,2012,751,7.2,1.85,36000,1
"Color",50,108,19,505,973,19693891,12993,3344,2,107,"PG-13",3.4e+07,2001,954,4.9,1.85,476,0
"Color",125,121,0,244,989,16311763,50656,2365,1,416,"R",1.7e+07,1998,888,7.5,1.85,0,1
"Color",81,89,11,973,1000,12693621,10885,4060,0,271,"PG-13",1.7e+07,2002,982,4.8,2.35,814,0
"Color",37,89,0,323,690,15655665,9104,2135,2,112,"PG-13",4e+06,2006,400,3.1,1.33,110,0
"Color",44,73,11,142,1000,11634458,2045,2020,0,37,"G",1.7e+07,1999,436,5.8,1.85,339,0
"Color",197,132,847,625,3000,27154426,52852,6317,1,138,"R",1.7e+07,2009,960,6.7,2.35,4000,1
"Color",543,96,201,58,394,54239856,125016,673,0,789,"R",1.7e+07,2013,150,6.5,2.35,70000,1
"Color",112,98,80,399,567,8662318,15033,2016,1,75,"PG-13",1.7e+07,2009,503,5.9,1.85,0,0
"Color",153,107,80,841,2000,7156725,22639,5992,6,217,"PG-13",1.9e+07,2006,2000,5.5,1.85,300,0
"Color",94,134,22,488,1000,15681020,33570,3007,6,259,"PG",1.7e+07,1987,593,3.6,2.35,1000,0
"Color",62,94,8,66,328,7070459,4600,760,0,18,"PG-13",NA,2007,122,3.3,1.85,238,0
"Color",157,122,47,834,23000,6855137,88590,27381,2,419,"R",1.7e+07,2006,979,7.4,2.35,0,1
"Color",35,128,9,193,767,2694071,3222,1727,3,64,"PG",NA,2004,327,6.7,2.35,352,1
"Color",21,97,3,161,400,2315683,4081,805,0,28,"PG-13",1.7e+07,1986,193,3,1.85,154,0
"Color",236,110,168,96,3000,39825798,295375,4210,3,645,"PG-13",1.6e+07,2006,979,7.6,1.85,15000,1
"Color",50,102,4,60,634,2000000,1275,1262,0,27,"PG",1.7e+07,1981,537,6.4,2.35,0,1
"Color",106,98,541,71,214,1569918,16234,409,1,113,"R",1.7e+07,2003,96,6.9,2.35,0,1
"Color",173,160,219,215,1000,273420,32671,2340,6,238,"R",1.7e+07,2006,876,5.5,2.35,0,0
"Color",145,83,57,62,465,4930798,16268,730,1,108,"PG-13",1.7e+07,2012,152,4.1,2.35,0,0
"Color",31,102,6,165,3000,59847242,55895,5433,1,115,"PG-13",16500000,1991,2000,6.8,1.85,0,1
"Color",105,122,30,260,21000,220914,13239,25173,2,97,"R",16800000,2006,3000,6.5,1.85,0,1
"Color",236,110,168,96,3000,39825798,295375,4210,3,645,"PG-13",1.6e+07,2006,979,7.6,1.85,15000,1
"Color",114,126,0,168,826,43848100,119150,1607,2,219,"R",1.5e+07,1987,508,7.4,1.85,0,1
"Color",69,136,0,1000,25000,42700000,78392,41059,2,196,"PG",16500000,1995,14000,7.7,1.85,0,1
"Color",150,120,11,281,11000,18663911,46204,12554,1,151,"PG",16500000,2007,838,7.1,2.35,0,1
"Color",72,108,18,433,714,11702090,37700,2785,2,50,"PG-13",16500000,2007,701,6.3,2.35,0,1
"Color",158,126,26,385,638,13005485,56665,2282,0,469,"R",1.5e+07,2003,624,7.6,1.85,0,1
"Color",96,128,608,1000,49000,95860116,277451,51609,0,491,"PG",16400000,1989,1000,8,1.85,23000,1
"Color",84,113,137,481,879,127175354,288451,2985,2,438,"PG-13",1.6e+07,1994,854,7.3,1.85,0,1
"Color",114,89,0,62,227,92823600,149108,485,0,273,"R",1.6e+07,1989,73,7.6,1.85,0,1
"Color",79,129,0,359,844,54000000,26310,2330,0,154,"R",1.6e+07,1982,617,7.8,1.85,0,1
"Color",103,94,480,486,1000,68525609,132963,3889,5,302,"R",15600000,2000,490,6.5,1.85,0,1
"Color",67,106,48,35,23000,52885587,35312,23369,0,267,"R",1.6e+07,1999,255,6.4,1.85,0,1
" Black and White",576,100,405,628,996,44667095,190030,4606,0,583,"PG-13",1.5e+07,2011,897,8,1.33,30000,1
"Color",178,89,687,389,10000,42638165,42182,12183,1,230,"PG-13",1.6e+07,2009,787,4.8,2.35,0,0
"Color",487,94,0,559,13000,45507053,237848,27911,2,377,"PG-13",1.6e+07,2012,13000,7.8,1.85,71000,1
"Color",196,83,473,597,20000,39511038,56269,26402,0,366,"R",1.6e+07,2006,4000,5.9,1.85,0,0
"Color",24,111,19,107,241,6462576,1449,824,0,30,"PG-13",18500000,2016,118,5.4,2.35,0,0
"Color",56,80,11,499,911,40363530,18254,3058,2,307,"PG",1.6e+07,2002,521,3.3,1.85,1000,0
"Color",406,112,0,250,634,37623143,467234,1322,0,1083,"R",13500000,2006,269,8.2,1.85,27000,1
"Color",51,94,14,635,1000,33357476,7392,4194,0,53,"PG",3.5e+07,2001,1000,5.4,1.85,393,0
" Black and White",41,130,309,522,939,28734552,9566,3107,2,81,"R",1.6e+07,2001,881,6.4,1.85,1000,1
"Color",138,91,26,638,3000,37300107,29147,5349,1,115,"PG-13",1.6e+07,2011,1000,4.8,2.35,0,0
"Color",78,91,29,459,861,27087695,41664,2543,0,205,"PG-13",17700000,2001,593,5.9,1.85,0,0
"Color",40,110,23,51,633,30102717,28736,874,2,72,"R",1.5e+07,1991,67,5.5,1.85,0,0
"Color",285,121,1000,108,175,23618786,352695,485,1,687,"R",8e+06,2007,115,7.9,2.35,17000,1
"Color",124,114,15,650,851,26896744,16582,3485,4,125,"PG-13",16500000,2008,680,4.9,1.85,0,0
"Color",275,96,11000,252,19000,23213577,198111,19894,0,365,"PG-13",15500000,2008,581,7.2,1.85,14000,1
"Color",67,94,7,95,3000,20627372,13661,3451,3,134,"PG-13",1.6e+07,2000,240,5.3,1.85,487,0
"Color",103,109,7,450,835,16346122,25549,2572,0,171,"PG-13",1.6e+07,2002,787,7.2,1.85,0,1
"Color",300,107,45,271,24000,16204793,92712,24805,1,294,"R",1.6e+07,2009,396,5.1,1.85,6000,0
"Color",84,96,22,324,8000,15427192,11768,11078,0,148,"PG-13",1.6e+07,2000,2000,5.6,1.85,492,0
"Color",64,88,11000,233,854,14792779,24256,1653,0,91,"PG",1.6e+07,1987,410,7.6,1.85,0,1
"Color",169,110,179,734,12000,13998282,24854,15044,1,374,"PG-13",1.6e+07,2014,1000,3.1,2.35,31000,0
"Color",158,113,47,238,21000,19057024,113963,22088,0,361,"PG-13",1.6e+07,2010,541,7.2,1.85,24000,1
"Color",46,101,6,258,812,14108518,8215,1882,1,95,"PG-13",1.6e+07,2003,326,5.7,1.85,371,0
"Color",15,105,121,384,11000,13854000,21079,14677,0,55,"PG-13",2e+07,1988,3000,5.2,1.85,818,0
"Color",68,125,438,372,18000,77324422,178731,33865,2,261,"PG-13",2.6e+07,1993,15000,7.7,1.85,0,1
"Color",111,100,9,363,599,15500000,51996,2389,0,302,"R",1.6e+07,1999,380,7,2.35,0,1
"Color",21,97,3,578,1000,11540112,2385,3835,1,20,"PG-13",NA,2004,584,3.6,1.85,177,0
"Color",65,112,28,215,555,4734235,8217,1227,0,123,"R",1.5e+07,2000,403,6,1.85,573,1
"Color",109,112,11000,642,11000,4839383,21613,12766,0,148,"PG-13",1.6e+07,2002,650,6.6,1.85,762,1
"Color",42,95,89,322,1000,4193025,30682,2518,0,194,"R",1.5e+07,1999,852,6.8,2.35,0,1
"Color",112,110,85,186,1000,5900000,98629,1852,1,316,"R",1.6e+07,1986,309,7.2,1.85,0,1
"Color",146,118,369,295,1000,2849142,24104,1889,1,88,"R",1.6e+07,2007,418,7.2,2.35,0,1
"Color",36,97,34,465,503,1686429,8687,3100,1,62,"PG-13",1.6e+07,1997,489,2.8,1.85,0,0
"Color",230,120,115,310,10000,1984743,20616,11019,3,70,"R",1.6e+07,2013,316,6.6,2.35,0,1
"Color",64,135,133,258,898,1666262,5321,2096,0,78,"PG-13",1.6e+07,2005,708,6.7,1.66,356,1
"Color",393,101,0,888,3000,2319187,92640,5056,0,212,"R",2e+07,2013,1000,7,2.35,23000,1
"Color",75,92,29,618,939,13922211,18271,3935,9,150,"R",1.6e+07,2004,881,4.4,1.85,0,0
"Color",67,92,6,227,10000,23091,5664,11091,1,42,"R",1.5e+07,2008,304,6.2,2.35,921,1
"Color",216,161,929,116,488,336467,45449,943,0,192,"Not Rated",1.3e+07,2009,289,7.3,2.35,23000,1
"Color",54,92,143,613,1000,2964,7444,3086,2,42,"PG-13",1.6e+07,2012,945,5.1,1.78,0,0
"Color",208,122,0,567,883,2428883,21370,2896,1,132,"R",1.6e+07,2014,596,6.6,2.35,0,1
"Color",32,91,10,574,890,13571817,5312,3104,3,40,"PG-13",15600000,2002,578,4.5,1.85,939,0
"Color",78,115,460,125,232,1554566,8624,699,1,180,"R",NA,2002,150,6.6,1.66,824,1
"Color",21,94,4,518,844,508867,1033,3583,0,26,"PG",NA,2001,626,6.5,2.35,282,1
"Color",40,93,7,922,1000,1181197,3299,4329,0,24,"R",15500000,2005,1000,5.9,1.85,191,0
"Color",40,94,7,17,235,81525,29392,303,1,91,"R",15300000,2001,46,6.6,2.35,0,1
"Color",251,95,571,102,499,7774730,61912,1120,0,352,"R",15500000,2006,298,6.5,1.85,0,1
"Color",94,105,102,383,901,234760500,126464,3464,1,175,"R",1.4e+07,1984,605,7.3,1.85,0,1
"Color",102,103,0,925,3000,285761243,311075,7521,5,305,"PG",1.8e+07,1990,1000,7.5,1.85,20000,1
"Color",21,102,12000,801,19000,167780960,36918,21499,4,42,"PG",1.1e+07,1987,875,5.9,1.85,3000,0
"Color",94,116,521,481,13000,177200000,77366,14701,1,194,"PG",2.2e+07,1982,521,7.4,2.35,0,1
"Color",173,110,12000,555,10000,176781728,219171,13069,2,388,"PG",1.5e+07,1986,1000,6.9,1.33,19000,1
"Color",287,120,0,5,103,128067808,217740,129,3,1641,"PG-13",1.5e+07,2000,21,7.9,2.35,0,1
"Color",176,122,0,158,18000,130058047,822500,19078,0,2715,"R",1.5e+07,1999,828,8.4,2.35,22000,1
"Color",479,118,0,520,14000,138795342,503631,15732,0,636,"R",1.5e+07,2010,1000,8,1.85,64000,1
"Color",27,107,425,247,742,111936400,87538,2151,1,79,"PG",1.5e+07,1988,384,6,1.85,0,1
"Color",60,102,4,882,17000,317040,6723,30978,1,36,"PG-13",15500000,2008,13000,6.8,2.35,1000,1
"Color",70,154,14000,271,852,94175854,60988,2592,0,199,"PG-13",1.5e+07,1985,581,7.8,1.85,6000,1
"Color",454,114,77,305,19000,91121452,467613,20295,1,608,"PG-13",1.4e+07,2014,393,8.1,2.35,165000,1
"Color",25,109,6,271,1000,69800000,18140,2419,1,60,"R",1e+07,1980,745,6.1,1.85,855,1
"Color",46,124,150,572,874,79900000,12974,2667,0,84,"PG",NA,1980,816,7.5,1.85,0,1
"Color",111,94,87,569,17000,64001297,32002,20154,1,103,"PG",1.5e+07,2010,975,6.2,1.85,0,1
"Color",393,100,127,250,1000,71588220,134869,1949,1,304,"PG-13",2e+07,2013,340,6.2,1.85,57000,1
"Color",318,101,0,598,2000,47000000,157857,4400,0,1191,"R",3e+05,1978,742,7.9,2.35,12000,1
"Color",55,98,11000,624,816,61400000,71183,3617,1,183,"R",1.5e+07,1983,695,7.4,1.85,0,1
"Color",157,102,79,27,925,101978840,77724,1018,0,162,"R",1.5e+07,2013,38,6.6,1.85,26000,1
"Color",280,94,350,39,326,56437947,85333,486,0,421,"PG-13",9800000,2006,48,7.3,1.85,0,1
"Color",109,92,13000,217,925,73326666,189413,1953,3,306,"PG",1.5e+07,1988,692,7.5,1.85,15000,1
"Color",41,113,0,607,2000,55184721,9811,6510,8,100,"PG-13",1.5e+07,2007,721,5.6,1.85,1000,0
"Color",27,115,44,902,23000,50003300,36624,29370,4,132,"PG",1.5e+07,1994,4000,7.3,1.85,0,1
"Color",462,95,43,259,11000,54322273,139749,11946,0,509,"PG-13",1.7e+07,2012,326,6.4,2.35,29000,1
"Color",152,87,165,383,1000,47860214,34711,2452,0,468,"PG-13",1.5e+07,2006,431,5,2.35,0,0
"Color",69,88,189,799,934,47811275,29008,3707,1,99,"PG",1.5e+07,2002,927,5.4,1.85,896,0
"Color",130,97,272,957,22000,43022524,67604,29252,0,218,"R",1.5e+07,1997,4000,7.1,1.85,12000,1
"Color",66,94,13,566,925,42672630,27580,3423,1,172,"PG",1.7e+07,2003,738,5.3,2.35,0,0
"Color",238,112,29,874,12000,42919096,64747,15800,1,122,"PG-13",1.5e+07,2013,1000,6.5,2.35,12000,1
"Color",198,98,66,562,3000,42592530,29867,4567,0,181,"PG-13",1.5e+07,2015,658,6.2,2.35,27000,1
"Color",154,104,0,1000,4000,40064955,92074,12170,1,502,"R",1.5e+07,1998,4000,6.4,1.85,0,1
"Color",19,118,13,2,90,39100956,13442,114,0,59,"R",NA,1993,22,7.2,1.85,0,1
"Color",131,120,446,1000,22000,44886089,69576,40117,3,207,"R",1e+07,1997,13000,6.9,1.85,2000,1
"Color",97,99,11,971,11000,37882551,80305,15369,0,393,"R",1.6e+07,2001,983,5.7,1.85,0,0
"Color",355,109,453,953,15000,40983001,181025,27788,2,336,"R",7e+06,2012,10000,7.7,1.85,38000,1
"Color",138,105,488,13000,15000,20991497,39782,44037,1,172,"PG-13",3.7e+07,2015,14000,5.4,1.85,11000,0
"Color",102,106,357,883,23000,35007180,26846,26652,0,193,"PG-13",1.5e+07,2000,1000,5.6,1.85,0,0
"Color",419,123,120,149,13000,35887263,265507,14100,0,388,"PG-13",1.5e+07,2014,876,7.7,2.35,90000,1
"Color",37,86,14,685,833,34308901,15939,4435,3,87,"PG-13",1.6e+07,2003,807,5.1,2.35,0,0
"Color",78,120,18,944,20000,33771174,27044,22383,2,240,"PG-13",1.5e+07,2000,1000,6.8,1.85,0,1
"Color",181,227,767,87,607,6000000,192775,1076,8,559,"PG",1.5e+07,1962,202,8.4,2.2,11000,1
"Color",220,119,0,593,908,33386128,36372,3226,0,491,"R",1.5e+07,2009,764,4.9,1.85,3000,0
"Color",349,115,212,612,2000,37877959,86664,4896,1,252,"R",1.5e+07,2014,820,7.1,2.35,38000,1
"Color",241,114,29,616,956,32721635,67822,3861,0,279,"R",1.5e+07,2009,878,6.6,1.85,0,1
"Color",103,90,6,458,1000,31585300,38248,2666,0,250,"PG-13",1.5e+07,2005,650,6.1,1.85,0,1
"Color",151,94,28,731,2000,30259652,26905,5440,5,614,"R",1.5e+07,2002,864,4.1,2.35,0,0
"Color",344,106,255,850,14000,163192114,229687,18003,0,637,"PG-13",1.25e+08,2010,1000,5.8,2.35,15000,0
"Color",185,98,0,594,18000,30857814,294163,20060,0,718,"PG",1.6e+07,1987,636,8.1,1.85,33000,1
"Color",112,126,18000,697,18000,30226144,47626,22745,1,118,"PG-13",1.5e+07,2007,2000,7.6,2.35,0,1
"Color",676,100,0,228,33000,35054909,431578,34337,0,1264,"R",1.5e+07,2011,745,7.8,2.35,81000,1
"Color",74,89,10,231,811,29302097,23408,2167,8,105,"PG",1.5e+07,2004,636,4.6,1.85,810,0
"Color",65,111,13,106,818,29106737,15582,1450,0,132,"R",1.5e+07,1998,511,6,1.85,849,1
"Color",274,100,35,306,10000,28637507,212167,11471,1,713,"R",1.5e+07,2007,1000,7,1.85,0,1
"Color",50,115,49,100,116,30127963,12596,525,0,64,"PG",1.5e+07,2014,110,6.7,1.85,0,1
"Color",96,106,61,649,907,32645546,8427,3462,5,88,"PG",1.4e+07,2005,807,6.4,1.85,1000,1
"Color",68,124,107,865,1000,27441122,14322,5135,0,116,"PG-13",1.5e+07,2000,886,7.2,1.85,0,1
"Color",111,107,5,141,893,28014536,73347,2044,1,296,"R",1.5e+07,1997,822,7.4,1.85,0,1
"Color",128,99,3,628,14000,33860010,33088,16461,3,143,"PG-13",1.5e+07,2009,982,4.8,1.85,0,0
"Color",160,90,31,162,193,26421314,28964,608,0,457,"R",1.5e+07,2000,184,4,1.85,949,0
"Color",93,101,26,266,838,24881000,57140,1812,0,195,"R",1.5e+07,1996,328,6.2,1.85,6000,1
"Color",278,119,11000,400,19000,23089926,166269,20391,3,735,"R",1.5e+07,2005,567,7.7,1.85,0,1
"Color",81,103,20,125,512,26161406,13874,1002,2,52,"G",1.5e+07,2010,316,6.7,2.35,0,1
"Color",58,134,133,258,12000,22954968,45703,12749,1,156,"PG",11500000,1993,310,7.9,2.35,0,1
"Color",153,155,0,170,3000,26384919,189032,3677,15,560,"R",1.5e+07,1997,360,7.9,2.35,0,1
"Color",25,94,11,232,1000,22189039,17074,2210,0,55,"R",1.5e+07,1993,605,5.5,1.85,466,0
"Color",46,95,15,461,1000,20998709,6095,3845,0,76,"PG",1.5e+07,2006,786,6.2,2.35,1000,1
"Color",161,89,7,399,919,20801344,49721,2559,0,211,"R",1.5e+07,2007,557,5.1,2.35,0,0
"Color",108,97,83,579,912,21468807,13048,2682,2,227,"R",1.4e+07,2000,786,4.1,2.35,243,0
"Color",69,90,13,613,882,19158074,17983,2661,2,127,"PG",1.5e+07,2002,874,6.7,2.35,0,1
"Color",78,92,8,129,472,18843314,27486,1045,1,284,"PG-13",2e+07,2006,239,4.7,1.85,0,0
"Color",129,100,10,415,826,20566327,15385,2958,2,84,"R",1.5e+07,2016,622,6.4,2.35,0,1
"Color",135,117,19,461,3000,20218921,14814,4204,4,114,"PG-13",1.5e+07,2010,646,6.3,2.35,0,1
"Color",96,84,119,918,989,17411331,17328,4660,3,237,"R",1.5e+07,1998,982,5.5,1.85,673,0
"Color",417,140,310,619,33000,21383298,187170,34413,3,376,"R",1.5e+07,2012,748,7.3,2.35,47000,1
"Color",172,108,79,537,775,24984868,50056,3033,2,152,"R",1.5e+07,2014,614,6.3,2.35,0,1
